"index","painting index","image source","title","season","episode","number of colors","youtube source","colors","color hex","black gesso","bright red","burnt umber","cadmium yellow","dark sienna","indian red","indian yellow","liquid black","liquid clear","midnight black","phthalo blue","phthalo green","prussian blue","sap green","titanium white","van dyke brown","yellow ochre","alizarin crimson"
"1","282","https://www.twoinchbrush.com/images/painting282.png","a walk in the woods","1","1","8","https://www.youtube.com/embed/oh5p5f5_-7a","['alizarin crimson', 'bright red', 'cadmium yellow', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#ffec00', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15']","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1"
"2","283","https://www.twoinchbrush.com/images/painting283.png","mt. mckinley","1","2","8","https://www.youtube.com/embed/rindwhycelu","['alizarin crimson', 'bright red', 'cadmium yellow', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#ffec00', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15']","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1"
"3","284","https://www.twoinchbrush.com/images/painting284.png","ebony sunset","1","3","9","https://www.youtube.com/embed/uozir7povco","['alizarin crimson', 'black gesso', 'bright red', 'cadmium yellow', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown']","['#4e1500', '#000000', '#db0000', '#ffec00', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15']","1","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1"
"4","285","https://www.twoinchbrush.com/images/painting285.png","winter mist","1","4","3","https://www.youtube.com/embed/0pwoixrikn4","['prussian blue', 'titanium white', 'van dyke brown']","['#021e44', '#ffffff', '#221b15']","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0"
"5","286","https://www.twoinchbrush.com/images/painting286.png","quiet stream","1","5","8","https://www.youtube.com/embed/dfsiqnjkrfk","['alizarin crimson', 'bright red', 'cadmium yellow', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#ffec00', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15']","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1"
"6","287","https://www.twoinchbrush.com/images/painting287.png","winter moon","1","6","4","https://www.youtube.com/embed/loazruzx1wi","['black gesso', 'prussian blue', 'titanium white', 'van dyke brown']","['#000000', '#021e44', '#ffffff', '#221b15']","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0"
"7","288","https://www.twoinchbrush.com/images/painting288.png","autumn mountain","1","7","8","https://www.youtube.com/embed/sddpc8uisd0","['alizarin crimson', 'bright red', 'cadmium yellow', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#ffec00', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15']","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1"
"8","289","https://www.twoinchbrush.com/images/painting289.png","peaceful valley","1","8","8","https://www.youtube.com/embed/kqlfwtokyzg","['alizarin crimson', 'bright red', 'cadmium yellow', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#ffec00', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15']","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1"
"9","290","https://www.twoinchbrush.com/images/painting290.png","seascape","1","9","8","https://www.youtube.com/embed/qxcs7p1vhyq","['alizarin crimson', 'bright red', 'cadmium yellow', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#ffec00', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15']","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1"
"10","291","https://www.twoinchbrush.com/images/painting291.png","mountain lake","1","10","8","https://www.youtube.com/embed/wdnllywal5i","['alizarin crimson', 'bright red', 'cadmium yellow', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#ffec00', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15']","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1"
"11","292","https://www.twoinchbrush.com/images/painting292.png","winter glow","1","11","8","https://www.youtube.com/embed/q03yvknove0","['alizarin crimson', 'bright red', 'cadmium yellow', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#ffec00', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15']","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1"
"12","293","https://www.twoinchbrush.com/images/painting293.png","snow fall","1","12","4","https://www.youtube.com/embed/4e35-8x_y04","['alizarin crimson', 'prussian blue', 'titanium white', 'van dyke brown']","['#4e1500', '#021e44', '#ffffff', '#221b15']","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1"
"13","294","https://www.twoinchbrush.com/images/painting294.png","final reflections","1","13","8","https://www.youtube.com/embed/ieqwfszfrla","['alizarin crimson', 'bright red', 'cadmium yellow', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#ffec00', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15']","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1"
"14","269","https://www.twoinchbrush.com/images/painting269.png","meadow lake","2","1","12","https://www.youtube.com/embed/garwowi0qxi","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"15","270","https://www.twoinchbrush.com/images/painting270.png","winter sun","2","2","12","https://www.youtube.com/embed/vpfyrj4ddco","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"16","271","https://www.twoinchbrush.com/images/painting271.png","ebony sea","2","3","13","https://www.youtube.com/embed/aojsknzo3i8","['alizarin crimson', 'black gesso', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#000000', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","1","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"17","272","https://www.twoinchbrush.com/images/painting272.png","shades of grey","2","4","3","https://www.youtube.com/embed/i-ousb8-sd0","['prussian blue', 'titanium white', 'van dyke brown']","['#021e44', '#ffffff', '#221b15']","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0"
"18","273","https://www.twoinchbrush.com/images/painting273.png","autumn splendor","2","5","11","https://www.youtube.com/embed/rttww5gd79i","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1"
"19","274","https://www.twoinchbrush.com/images/painting274.png","black river","2","6","11","https://www.youtube.com/embed/6o4sfjd8g_m","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1"
"20","275","https://www.twoinchbrush.com/images/painting275.png","brown mountain","2","7","11","https://www.youtube.com/embed/vx6v47ghbwm","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1"
"21","276","https://www.twoinchbrush.com/images/painting276.png","reflections","2","8","12","https://www.youtube.com/embed/0fyfo94qefg","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"22","277","https://www.twoinchbrush.com/images/painting277.png","black and white seascape","2","9","12","https://www.youtube.com/embed/pmdypre0puo","['alizarin crimson', 'black gesso', 'bright red', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#000000', '#db0000', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","1","1","0","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"23","278","https://www.twoinchbrush.com/images/painting278.png","lazy river","2","10","12","https://www.youtube.com/embed/bw2wkkfvh1g","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"24","279","https://www.twoinchbrush.com/images/painting279.png","black waterfall","2","11","12","https://www.youtube.com/embed/gzsqjyqupzq","['alizarin crimson', 'black gesso', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#000000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","1","0","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"25","280","https://www.twoinchbrush.com/images/painting280.png","mountain waterfall","2","12","12","https://www.youtube.com/embed/9jit95pcfaa","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"26","281","https://www.twoinchbrush.com/images/painting281.png","final grace","2","13","12","https://www.youtube.com/embed/mij19kz_i3y","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"27","256","https://www.twoinchbrush.com/images/painting256.png","mountain retreat","3","1","12","https://www.youtube.com/embed/hoimk4s8joq","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"28","257","https://www.twoinchbrush.com/images/painting257.png","blue moon","3","2","12","https://www.youtube.com/embed/loit61vlumc","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"29","258","https://www.twoinchbrush.com/images/painting258.png","bubbling stream","3","3","12","https://www.youtube.com/embed/fufalexvn0k","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"30","259","https://www.twoinchbrush.com/images/painting259.png","winter night","3","4","7","https://www.youtube.com/embed/8ysfknywhae","['alizarin crimson', 'bright red', 'cadmium yellow', 'liquid black', 'phthalo green\r\n', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#ffec00', '#000000', '#102e3c', '#ffffff', '#221b15']","0","1","0","1","0","0","0","1","0","0","0","1","0","0","1","1","0","1"
"31","260","https://www.twoinchbrush.com/images/painting260.png","distant hills","3","5","7","https://www.youtube.com/embed/8zge88tvwje","['alizarin crimson', 'burnt umber', 'cadmium yellow', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#8a3324', '#ffec00', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"32","261","https://www.twoinchbrush.com/images/painting261.png","covered bridge","3","6","10","https://www.youtube.com/embed/ohsm8kle7js","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'midnight black\r\n\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#000000', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","0","0","0","1","0","0","1","1","1","1","1","1"
"33","262","https://www.twoinchbrush.com/images/painting262.png","quiet inlet","3","7","10","https://www.youtube.com/embed/9n5iwkzyiyu","['alizarin crimson', 'burnt umber', 'cadmium yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#8a3324', '#ffec00', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1"
"34","263","https://www.twoinchbrush.com/images/painting263.png","night light","3","8","9","https://www.youtube.com/embed/l141y0x8om0","['alizarin crimson', 'black gesso', 'burnt umber', 'cadmium yellow', 'phthalo green\r\n', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#000000', '#8a3324', '#ffec00', '#102e3c', '#0a3410', '#ffffff', '#221b15', '#c79b00']","1","0","1","1","0","0","0","0","0","0","0","1","0","1","1","1","1","1"
"35","264","https://www.twoinchbrush.com/images/painting264.png","the old mill","3","9","10","https://www.youtube.com/embed/ofkfuj9edns","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","0","0","0","0","1","0","1","1","1","1","1","1"
"36","265","https://www.twoinchbrush.com/images/painting265.png","campfire","3","10","8","https://www.youtube.com/embed/l5bxki0-peg","['alizarin crimson', 'black gesso', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'van dyke brown', 'yellow ochre']","['#4e1500', '#000000', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#221b15', '#c79b00']","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","1","1"
"37","266","https://www.twoinchbrush.com/images/painting266.png","rustic barn","3","11","12","https://www.youtube.com/embed/wjjwrnfhuug","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"38","267","https://www.twoinchbrush.com/images/painting267.png","hidden lake","3","12","10","https://www.youtube.com/embed/p_daqkfbnac","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","0","0","0","0","1","0","1","1","1","1","1","1"
"39","268","https://www.twoinchbrush.com/images/painting268.png","peaceful waters","3","13","9","https://www.youtube.com/embed/z0vtjrlqxcq","['alizarin crimson', 'cadmium yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#ffec00', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1"
"40","243","https://www.twoinchbrush.com/images/painting243.png","purple splendor","4","1","4","https://www.youtube.com/embed/hp4gfmgsnve","['alizarin crimson', 'phthalo blue', 'titanium white', 'van dyke brown']","['#4e1500', '#0c0040', '#ffffff', '#221b15']","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1"
"41","244","https://www.twoinchbrush.com/images/painting244.png","tranquil valley","4","2","10","https://www.youtube.com/embed/pbchoowwczs","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","0","0","1","1","1","1","1"
"42","245","https://www.twoinchbrush.com/images/painting245.png","majestic mountains","4","3","12","https://www.youtube.com/embed/ncverlpu_5w","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"43","246","https://www.twoinchbrush.com/images/painting246.png","winter sawscape","4","4","7","https://www.youtube.com/embed/lmkawkronme","['black gesso', 'bright red', 'burnt umber', 'cadmium yellow', 'midnight black\r\n\r\n', 'prussian blue', 'titanium white']","['#000000', '#db0000', '#8a3324', '#ffec00', '#000000', '#021e44', '#ffffff']","1","1","1","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0"
"44","247","https://www.twoinchbrush.com/images/painting247.png","evening seascape","4","5","10","https://www.youtube.com/embed/y5k4gxw_-yi","['alizarin crimson', 'black gesso', 'bright red', 'burnt umber', 'cadmium yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'titanium white', 'van dyke brown']","['#4e1500', '#000000', '#db0000', '#8a3324', '#ffec00', '#0c0040', '#102e3c', '#021e44', '#ffffff', '#221b15']","1","1","1","1","0","0","0","0","0","0","1","1","1","0","1","1","0","1"
"45","248","https://www.twoinchbrush.com/images/painting248.png","warm summer day","4","6","11","https://www.youtube.com/embed/gbn9aiw3ao4","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","0","1","1","1","1","1","1"
"46","249","https://www.twoinchbrush.com/images/painting249.png","cabin in the woods","4","7","11","https://www.youtube.com/embed/81qkellpa70","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","0","1","1","1","1","1"
"47","250","https://www.twoinchbrush.com/images/painting250.png","wetlands","4","8","10","https://www.youtube.com/embed/2fpvyganpwm","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","0","0","1","1","1","1","1","1"
"48","251","https://www.twoinchbrush.com/images/painting251.png","cool waters","4","9","12","https://www.youtube.com/embed/tjrvbcqqd5a","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"49","252","https://www.twoinchbrush.com/images/painting252.png","quiet woods","4","10","11","https://www.youtube.com/embed/wizx57i4ads","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","0","1","1","1","1","1"
"50","253","https://www.twoinchbrush.com/images/painting253.png","northwest majesty","4","11","10","https://www.youtube.com/embed/9du6bunvd_g","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'liquid black', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#000000', '#021e44', '#0a3410', '#ffffff', '#221b15']","0","1","1","1","0","0","1","1","0","0","0","0","1","1","1","1","0","1"
"51","254","https://www.twoinchbrush.com/images/painting254.png","autumn days","4","12","12","https://www.youtube.com/embed/vadmkf-aapm","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"52","255","https://www.twoinchbrush.com/images/painting255.png","mountain challenge","4","13","10","https://www.youtube.com/embed/o2cjla_wgik","['alizarin crimson', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'prussian blue', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#021e44', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"53","230","https://www.twoinchbrush.com/images/painting230.png","mountain waterfall","5","1","11","https://www.youtube.com/embed/dqhzxdkdqs0","['alizarin crimson', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#0a3410', '#ffffff', '#221b15', '#c79b00']","0","1","1","1","0","0","1","0","0","0","1","1","0","1","1","1","1","1"
"54","231","https://www.twoinchbrush.com/images/painting231.png","twilight meadow","5","2","12","https://www.youtube.com/embed/6evqnloo7bw","['alizarin crimson', 'black gesso', 'bright red', 'burnt umber', 'cadmium yellow', 'indian yellow', 'phthalo blue', 'phthalo green\r\n', 'sap green', 'titanium white', 'van dyke brown', 'yellow ochre']","['#4e1500', '#000000', '#db0000', '#8a3324', '#ffec00', '#ffb800', '#0c0040', '#102e3c', '#0a3410', '#ffffff', '#221b15', '#c79b00']","1","1","1","1","0","0","1","0","0","0","1","1","0","1","1","1","1","1"
"55","232","https://www.twoinchbrush.com/images/painting232.png","mountain blossoms","5","3","5","https://www.youtube.com/embed/uvhhstjajzc","['alizarin crimson', 'liquid black', 'phthalo blue', 'phthalo green\r\n', 'titanium white']","['#4e1500', '#000000', '#0c0040', '#102e3c', '#ffffff']","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","1"
"56","233","https://www.twoinchbrush.com/images/painting233.png","winter stillness","5","4","7","https://www.youtube.com/embed/qg9c1sqdrko","['alizarin crimson', 'burnt umber', 'indian yellow', 'phthalo blue', 'sap green', 'titanium white', 'van dyke brown']","['#4e1500', '#8a3324', '#ffb800', '#0c0040', '#0a3410', '#ffffff', '#221b15']","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","1","0","1"
